event_id,lookback_K,is_control,direction_streak_len,hh_ratio,ll_ratio,atr_pct,bb_width_pct,bb_width_pctile,volume_ratio,volume_zscore,volume_divergence,rsi_level,rsi_slope,macd_hist_slope,hour_of_day_utc,day_of_week,chart_pattern_labels,chart_pattern_confidence,chart_notes
BTC-0041,60,False,2,0.5,0.45,0.3245,1.38,50,1.07,0.06,-1,40.8,7.7,-6.1266,7,2,,0,
BTC-0042,60,False,0,0.4,0.6,0.3434,1.27,50,2.16,1.66,1,37.3,-34.1,-7.0081,17,0,,0,
CTRL-000060,60,True,0,0.42,0.63,0.1526,1.0,50,0.45,-0.85,0,29.4,10.1,16.2706,20,4,,0,
CTRL-000368,60,True,0,0.47,0.43,0.1414,0.5,50,0.6,-0.56,-1,31.7,9.3,3.4147,1,1,,0,
CTRL-000676,60,True,0,0.4,0.52,0.2096,0.5,50,0.96,-0.04,1,45.8,6.1,12.3632,6,4,,0,
CTRL-000984,60,True,1,0.53,0.4,0.1534,0.72,50,0.78,-0.36,-1,53.2,13.2,-8.0768,11,0,,0,
CTRL-001292,60,True,1,0.57,0.43,0.377,1.35,50,1.74,0.89,0,58.3,7.3,3.795,16,3,,0,
CTRL-001600,60,True,1,0.38,0.48,0.1963,0.65,50,0.31,-0.72,0,37.1,-16.8,2.0623,21,6,,0,
CTRL-002216,60,True,0,0.48,0.47,0.2896,1.82,50,0.97,-0.06,-1,71.5,20.9,-19.7382,7,6,,0,
CTRL-002832,60,True,1,0.48,0.43,0.1744,0.48,50,0.42,-0.75,-1,51.9,1.3,17.5357,17,5,,0,
CTRL-003448,60,True,2,0.47,0.43,0.1331,0.34,50,0.43,-0.45,0,54.0,-2.0,2.9244,3,5,,0,
CTRL-003756,60,True,0,0.4,0.48,0.183,0.68,50,0.58,-0.98,0,62.0,19.9,7.4392,8,1,,0,
CTRL-004064,60,True,0,0.48,0.42,0.3399,0.82,50,0.82,-0.31,0,51.2,-9.0,-0.5892,13,4,,0,
CTRL-004372,60,True,2,0.47,0.5,0.6508,2.65,50,0.77,-0.25,0,41.3,3.4,2.7926,18,0,,0,
CTRL-004680,60,True,0,0.38,0.48,0.3714,1.37,50,2.0,1.37,1,49.3,9.2,2.8296,23,3,,0,
CTRL-004988,60,True,0,0.57,0.37,0.3216,1.78,50,0.65,-0.48,-1,41.2,-28.6,-15.0202,4,0,,0,
CTRL-005296,60,True,0,0.52,0.37,0.4,2.48,50,1.41,0.68,0,45.9,-8.6,-39.9131,9,3,,0,
CTRL-006220,60,True,1,0.48,0.42,0.3213,1.22,50,2.15,1.22,-1,66.0,-1.4,1.3369,0,6,,0,
CTRL-007144,60,True,0,0.52,0.4,0.5466,4.68,50,4.25,3.03,0,82.1,33.1,12.3151,15,1,,0,
CTRL-007452,60,True,1,0.42,0.47,0.4688,2.62,50,0.87,-0.15,1,64.6,17.1,0.3387,20,4,,0,
CTRL-007760,60,True,1,0.43,0.48,0.2776,1.13,50,1.15,0.19,1,16.5,-18.8,-14.7735,1,1,,0,
CTRL-008068,60,True,0,0.52,0.33,0.2176,0.67,50,0.55,-0.6,-1,50.3,-11.9,8.6698,6,4,,0,
CTRL-008376,60,True,2,0.55,0.43,0.1497,0.45,50,0.92,-0.11,0,53.7,-12.6,-2.7417,11,0,,0,
CTRL-008684,60,True,1,0.55,0.43,0.892,2.76,50,1.75,0.7,0,56.4,-7.9,-34.7212,16,3,,0,
CTRL-008992,60,True,1,0.48,0.45,0.1769,0.51,50,0.19,-0.91,-1,50.6,31.6,2.5857,21,6,,0,
CTRL-009300,60,True,1,0.47,0.4,0.1606,0.53,50,0.26,-0.75,-1,34.5,-33.9,2.4529,2,3,,0,
CTRL-009608,60,True,1,0.42,0.37,0.0765,0.25,50,0.45,-0.72,-1,45.3,-22.6,-1.3931,7,6,,0,
CTRL-009916,60,True,0,0.53,0.37,0.1354,0.79,50,0.98,-0.05,0,82.8,46.3,-7.1704,12,2,,0,
CTRL-010224,60,True,0,0.43,0.48,0.1201,0.39,50,0.22,-0.95,0,54.1,10.1,-2.444,17,5,,0,
CTRL-010532,60,True,1,0.43,0.47,0.3809,2.46,50,0.9,-0.12,1,71.0,20.9,-19.7199,22,1,,0,
CTRL-010840,60,True,0,0.5,0.45,0.0941,0.26,50,0.13,-0.57,-1,49.4,19.7,-2.6474,3,5,,0,
CTRL-011456,60,True,1,0.47,0.45,0.1261,0.59,50,0.45,-0.82,0,45.1,-4.3,3.6391,13,4,,0,
CTRL-012072,60,True,0,0.45,0.48,0.2483,0.81,50,0.43,-0.72,0,40.8,8.4,9.3493,23,3,,0,
CTRL-012380,60,True,0,0.37,0.5,0.3599,1.93,50,1.82,1.14,1,68.8,37.4,20.0856,4,0,,0,
CTRL-012688,60,True,2,0.47,0.5,0.2226,0.6,50,0.53,-0.65,0,45.6,21.0,-3.7291,9,3,,0,
CTRL-012996,60,True,1,0.35,0.47,0.3678,1.59,50,1.91,1.69,1,40.8,5.3,-29.4583,14,6,,0,
CTRL-013304,60,True,4,0.35,0.6,1.17,4.14,50,0.86,-0.15,1,42.1,-5.1,-6.3894,19,2,,0,
CTRL-013612,60,True,0,0.4,0.53,0.3653,0.97,50,0.5,-0.54,-1,29.9,-14.5,-10.5986,0,6,,0,
CTRL-013920,60,True,0,0.4,0.45,0.4702,3.52,50,0.76,-0.27,0,19.8,-23.6,12.0257,5,2,,0,
CTRL-014228,60,True,0,0.47,0.47,0.2741,2.17,50,0.41,-0.78,-1,74.1,25.8,-14.9688,10,5,,0,
CTRL-014536,60,True,0,0.38,0.6,0.5736,2.67,50,4.33,2.91,1,28.9,-14.0,-9.5726,15,1,,0,
CTRL-014844,60,True,1,0.45,0.45,0.5136,1.44,50,0.26,-0.43,0,45.7,14.5,-15.0999,20,4,,0,
CTRL-015768,60,True,0,0.45,0.43,0.4146,1.25,50,1.5,0.83,0,51.7,-12.6,-9.7529,11,0,,0,
CTRL-017308,60,True,4,0.43,0.53,0.3621,2.59,50,1.98,1.05,1,20.6,-35.0,-4.5409,12,2,,0,
CTRL-017616,60,True,0,0.37,0.42,0.2518,1.15,50,0.63,-0.42,1,35.0,-7.1,7.0149,17,5,,0,
CTRL-017924,60,True,0,0.38,0.52,0.4144,2.45,50,1.12,0.18,0,68.8,48.5,-20.6649,22,1,,0,
CTRL-018232,60,True,0,0.52,0.38,0.2136,0.83,50,0.75,-0.27,0,39.9,-13.0,7.5175,3,5,,0,
CTRL-018540,60,True,3,0.45,0.47,0.2862,0.88,50,0.8,-0.25,-1,39.0,-22.5,3.8016,8,1,,0,
CTRL-018848,60,True,4,0.5,0.42,0.2456,0.67,50,1.14,0.19,1,41.3,-15.2,-6.3379,13,4,,0,
CTRL-019464,60,True,1,0.5,0.47,0.4316,1.39,50,1.02,0.02,-1,43.1,-25.8,-17.3446,23,3,,0,
CTRL-020388,60,True,1,0.5,0.42,0.2921,1.78,50,1.0,-0.0,0,71.8,27.5,-4.5044,14,6,,0,
CTRL-020696,60,True,1,0.63,0.43,0.3064,0.78,50,0.57,-0.5,0,42.2,-26.2,7.7023,19,2,,0,
CTRL-021004,60,True,1,0.53,0.43,0.0877,0.55,50,1.35,0.35,1,49.3,12.2,-10.3353,0,6,,0,
CTRL-021312,60,True,0,0.55,0.4,0.2093,1.81,50,0.81,-0.26,-1,73.9,17.4,-6.5309,5,2,,0,
CTRL-021620,60,True,0,0.45,0.47,0.0806,0.29,50,0.37,-0.85,0,37.6,-35.9,-3.9173,10,5,,0,
CTRL-021928,60,True,0,0.62,0.35,0.3695,1.19,50,1.31,0.51,0,64.8,11.9,7.9268,15,1,,0,
CTRL-022236,60,True,1,0.53,0.47,0.209,0.68,50,0.52,-0.8,0,72.7,17.9,3.6695,20,4,,0,
CTRL-022544,60,True,1,0.53,0.45,0.1931,0.69,50,0.81,-0.28,-1,30.1,-49.3,-3.0503,1,1,,0,
CTRL-022852,60,True,0,0.42,0.5,0.2557,1.44,50,0.77,-0.26,0,25.3,-30.0,11.6265,6,4,,0,
CTRL-023160,60,True,1,0.42,0.52,0.1591,0.5,50,0.44,-0.53,0,32.1,-10.9,3.5375,11,0,,0,
CTRL-023468,60,True,1,0.42,0.57,0.3162,0.68,50,0.58,-0.6,0,47.0,-5.7,-4.2106,16,3,,0,
CTRL-023776,60,True,0,0.43,0.47,0.1504,0.31,50,0.72,-0.28,0,38.7,12.3,-12.0717,21,6,,0,
CTRL-024084,60,True,2,0.4,0.58,0.2492,0.64,50,0.99,-0.01,1,40.3,0.4,-5.5039,2,3,,0,
CTRL-024392,60,True,2,0.48,0.48,0.091,0.48,50,0.76,-0.44,0,26.7,-15.9,-6.2017,7,6,,0,
CTRL-024700,60,True,2,0.33,0.58,0.3309,0.98,50,1.03,0.05,1,50.1,8.7,-5.4997,12,2,,0,
CTRL-025316,60,True,0,0.45,0.53,0.3365,1.16,50,0.28,-0.93,0,50.8,23.3,-5.711,22,1,,0,
CTRL-025624,60,True,0,0.47,0.52,0.1703,0.66,50,0.82,-0.23,-1,45.7,13.2,-12.6855,3,5,,0,
CTRL-025932,60,True,2,0.47,0.48,0.2443,1.19,50,1.17,0.3,0,83.9,40.2,3.7967,8,1,,0,
CTRL-026240,60,True,0,0.5,0.47,0.272,0.83,50,0.52,-0.78,0,67.7,24.5,2.4427,13,4,,0,
CTRL-026856,60,True,1,0.4,0.53,0.3921,1.81,50,0.55,-0.26,1,70.0,33.3,5.6665,23,3,,0,
CTRL-027164,60,True,1,0.38,0.52,0.5022,1.96,50,0.65,-0.51,0,55.0,1.4,-9.6855,4,0,,0,
CTRL-027472,60,True,1,0.48,0.48,0.2525,1.42,50,0.59,-0.45,0,54.3,16.6,14.0489,9,3,,0,
CTRL-027780,60,True,3,0.43,0.48,0.1588,0.38,50,0.7,-0.57,1,47.0,-10.0,-3.2161,14,6,,0,
CTRL-028088,60,True,0,0.48,0.45,0.3047,1.44,50,0.25,-1.01,0,66.5,6.7,0.7713,19,2,,0,
CTRL-028396,60,True,1,0.52,0.52,0.1999,1.28,50,3.6,2.69,1,12.3,-37.2,3.2282,0,6,,0,
CTRL-028704,60,True,0,0.45,0.43,0.1931,0.62,50,0.98,-0.01,-1,48.8,-12.6,-3.9994,5,2,,0,
CTRL-029012,60,True,2,0.42,0.52,0.0537,0.13,50,0.84,-0.25,0,55.1,4.8,1.868,10,5,,0,
CTRL-029320,60,True,0,0.62,0.33,0.3106,1.33,50,1.08,0.15,0,58.3,-30.9,-14.8255,15,1,,0,
CTRL-029628,60,True,0,0.45,0.43,0.149,0.58,50,0.23,-0.87,1,68.7,28.3,-2.0883,20,4,,0,
CTRL-029936,60,True,3,0.33,0.6,0.4087,3.74,50,2.45,1.75,1,14.2,-41.3,9.2874,1,1,,0,
CTRL-030244,60,True,1,0.43,0.48,0.1597,0.78,50,0.86,-0.21,0,62.3,14.8,8.7469,6,4,,0,
CTRL-030552,60,True,0,0.38,0.53,0.1992,0.71,50,0.49,-0.71,1,53.8,31.0,-2.4748,11,0,,0,
BTC-0001,120,False,0,0.42,0.5,0.2546,0.68,43.2,0.96,-0.06,-1,57.3,1.6,19.0356,18,1,,0,
BTC-0002,120,False,1,0.46,0.48,0.2771,2.42,100.0,1.5,0.69,0,78.1,32.6,-29.321,13,3,,0,
BTC-0003,120,False,0,0.4,0.48,0.3035,0.86,14.7,0.66,-0.57,0,52.2,4.3,30.1434,2,3,,0,
BTC-0004,120,False,0,0.45,0.45,0.741,4.42,100.0,6.65,5.73,0,81.0,56.4,89.8133,15,1,,0,
BTC-0005,120,False,3,0.47,0.41,0.1736,1.05,54.7,1.16,0.21,1,73.0,19.1,-10.9817,7,2,,0,
BTC-0006,120,False,0,0.46,0.41,0.2012,0.67,52.6,1.64,0.68,0,60.4,-2.9,17.7626,23,6,,0,
BTC-0007,120,False,2,0.53,0.42,0.3072,2.45,100.0,0.39,-0.55,0,73.3,35.1,-4.4396,12,2,,0,
BTC-0008,120,False,0,0.43,0.46,0.5803,1.73,83.2,1.73,0.67,1,65.8,5.7,11.0421,0,0,,0,
BTC-0009,120,False,3,0.46,0.48,0.2969,0.95,7.4,0.22,-1.08,-1,43.4,3.2,-0.1629,11,2,,0,
BTC-0010,120,False,1,0.45,0.49,0.4501,1.7,58.9,1.21,0.32,0,45.9,-2.7,-41.5214,19,1,,0,
BTC-0011,120,False,3,0.43,0.52,0.2509,0.86,74.7,0.37,-0.42,0,65.2,25.4,6.4634,21,5,,0,
BTC-0012,120,False,2,0.46,0.5,0.2347,1.02,68.4,0.91,-0.08,1,50.7,5.8,-20.4781,11,0,,0,
BTC-0013,120,False,1,0.47,0.46,0.2473,0.62,10.5,0.36,-0.89,0,59.8,-1.1,-8.2171,10,3,,0,
BTC-0014,120,False,0,0.5,0.47,0.3386,1.67,85.3,2.06,1.2,0,65.0,4.6,-16.3098,14,2,,0,
BTC-0015,120,False,1,0.47,0.42,0.2275,0.76,34.7,1.03,0.03,0,57.5,4.8,-8.8003,10,1,,0,
BTC-0016,120,False,2,0.5,0.41,0.1845,0.5,56.8,0.52,-0.26,1,60.1,45.7,9.0356,16,0,,0,
BTC-0017,120,False,0,0.47,0.52,0.2067,0.65,22.1,1.29,0.43,0,53.0,5.1,22.6881,9,2,,0,
BTC-0018,120,False,1,0.4,0.45,0.4345,2.33,64.2,0.61,-0.36,1,72.8,42.9,-23.1896,12,0,,0,
BTC-0019,120,False,2,0.34,0.56,1.4734,6.19,100.0,1.43,0.48,1,43.5,6.1,68.7319,17,3,,0,
BTC-0020,120,False,0,0.38,0.47,0.4325,1.57,26.3,0.45,-0.77,1,52.2,28.6,21.8702,1,1,,0,
BTC-0021,120,False,2,0.47,0.46,0.9103,5.1,100.0,1.16,0.2,1,25.2,-35.0,25.0842,17,3,,0,
BTC-0022,120,False,0,0.54,0.38,0.214,0.67,22.1,0.19,-0.34,-1,47.7,3.5,0.1153,19,5,,0,
BTC-0023,120,False,1,0.42,0.46,0.4659,1.41,27.4,0.74,-0.35,0,47.1,21.9,4.7386,8,1,,0,
BTC-0024,120,False,0,0.43,0.52,0.2923,0.76,1.1,0.46,-0.69,0,38.8,-20.1,-3.648,1,4,,0,
BTC-0025,120,False,0,0.41,0.48,0.4034,2.8,86.3,5.83,4.96,1,7.7,-45.7,-64.8446,6,5,,0,
BTC-0026,120,False,2,0.44,0.55,0.3457,1.02,1.1,0.39,-0.63,-1,44.9,-32.6,3.4698,8,1,,0,
BTC-0027,120,False,2,0.57,0.42,0.4346,1.7,42.1,1.01,0.01,0,46.6,-18.8,25.7802,9,3,,0,
BTC-0028,120,False,1,0.46,0.52,0.3495,0.96,38.9,0.69,-0.4,0,55.2,7.3,-1.2923,21,6,,0,
BTC-0029,120,False,0,0.46,0.42,0.2377,0.71,5.3,1.26,0.38,1,66.6,10.5,12.6547,8,3,,0,
BTC-0030,120,False,0,0.47,0.47,0.2214,0.55,33.7,0.74,-0.3,0,60.9,-4.0,6.4137,18,6,,0,
BTC-0031,120,False,1,0.52,0.41,0.3891,1.41,34.7,0.5,-0.78,0,72.1,32.3,1.7163,19,1,,0,
BTC-0032,120,False,2,0.42,0.53,0.4314,1.11,53.7,0.57,-0.32,0,40.8,7.7,-1.128,2,0,,0,
BTC-0033,120,False,0,0.41,0.5,0.2438,1.24,64.2,0.6,-0.6,-1,34.4,-24.6,6.3767,4,3,,0,
BTC-0034,120,False,1,0.43,0.53,0.1847,0.67,1.1,0.6,-0.53,0,37.8,-30.4,-0.9501,7,1,,0,
BTC-0035,120,False,0,0.39,0.49,0.2138,1.16,66.3,0.38,-0.53,1,45.4,33.6,6.4665,17,6,,0,
BTC-0036,120,False,1,0.47,0.46,0.2232,1.04,75.8,0.83,-0.28,-1,27.5,-48.3,-2.7332,10,3,,0,
BTC-0037,120,False,0,0.47,0.45,0.3036,1.03,100.0,0.7,-0.5,1,37.9,-18.7,5.3883,2,0,,0,
BTC-0038,120,False,2,0.47,0.52,0.3953,0.77,0.0,0.14,-0.8,0,49.6,23.7,1.1605,18,5,,0,
BTC-0039,120,False,5,0.47,0.49,0.4029,1.92,84.2,2.56,2.16,1,76.8,22.5,13.6322,16,2,,0,
BTC-0040,120,False,3,0.42,0.38,0.3829,2.66,95.8,3.59,3.22,0,83.7,55.4,10.3842,13,0,,0,
BTC-0041,120,False,0,0.47,0.52,0.3245,1.38,72.6,0.95,-0.05,1,40.8,2.6,-6.3428,7,2,,0,
BTC-0042,120,False,1,0.37,0.55,0.3434,1.27,76.8,3.13,2.32,1,37.3,-4.1,-7.3505,17,0,,0,
CTRL-000120,120,True,0,0.47,0.48,0.0703,0.29,22.1,1.41,0.53,0,40.2,10.8,0.2906,11,5,,0,
CTRL-000428,120,True,0,0.47,0.51,0.2374,0.42,2.1,0.84,-0.27,0,46.2,14.5,4.7335,16,1,,0,
CTRL-000736,120,True,0,0.45,0.47,0.2237,1.18,80.0,0.29,-0.79,0,39.5,-6.4,16.2991,21,4,,0,
CTRL-001352,120,True,1,0.46,0.48,0.128,0.51,29.5,0.73,-0.34,-1,25.9,-32.4,-5.2675,7,4,,0,
CTRL-001660,120,True,1,0.48,0.42,0.2063,0.93,66.3,1.35,0.41,1,64.1,27.0,-0.0628,12,0,,0,
CTRL-002276,120,True,0,0.47,0.44,0.4705,1.9,72.6,1.61,0.61,0,66.7,-4.8,-1.1994,22,6,,0,
CTRL-002892,120,True,1,0.47,0.44,0.1824,0.63,69.5,4.62,3.77,0,30.4,-21.5,-2.9853,8,6,,0,
CTRL-003508,120,True,2,0.45,0.44,0.1195,0.52,40.0,0.4,-0.48,-1,50.4,-3.5,16.9407,18,5,,0,
CTRL-004124,120,True,0,0.51,0.47,0.2021,0.89,28.4,0.5,-0.6,0,73.3,22.1,1.1799,4,5,,0,
CTRL-004432,120,True,2,0.42,0.53,0.4646,3.48,100.0,1.32,0.4,1,45.5,4.2,11.3083,9,1,,0,
CTRL-004740,120,True,0,0.38,0.5,0.4866,1.6,77.9,1.16,0.23,1,41.8,-7.5,10.9828,14,4,,0,
CTRL-005048,120,True,0,0.53,0.42,0.3318,1.19,47.4,0.26,-0.93,-1,62.3,21.1,-1.8507,19,0,,0,
CTRL-005356,120,True,0,0.45,0.46,0.4951,2.66,81.1,1.28,0.35,1,67.5,21.6,-41.4848,0,4,,0,
CTRL-006280,120,True,1,0.51,0.43,0.3613,1.28,56.8,0.78,-0.3,-1,59.0,-7.0,-5.8393,15,6,,0,
CTRL-007512,120,True,1,0.45,0.44,0.176,0.5,2.1,0.56,-0.39,1,49.2,-15.3,3.9325,11,5,,0,
CTRL-007820,120,True,1,0.47,0.44,0.6084,4.51,100.0,4.83,3.58,0,79.4,62.9,34.0587,16,1,,0,
CTRL-008128,120,True,0,0.47,0.47,0.3031,0.87,42.1,0.7,-0.32,-1,52.6,2.3,-0.9047,21,4,,0,
CTRL-008436,120,True,2,0.45,0.48,0.329,0.91,44.2,0.58,-0.41,1,48.6,-5.0,16.8754,2,1,,0,
CTRL-008744,120,True,1,0.49,0.43,0.3893,2.7,70.5,1.15,0.14,0,66.6,10.2,8.6562,7,4,,0,
CTRL-009052,120,True,1,0.53,0.37,0.2496,1.34,63.2,3.54,2.84,0,86.1,35.5,14.7898,12,0,,0,
CTRL-009360,120,True,1,0.46,0.38,0.2736,1.53,100.0,0.62,-0.38,0,61.1,26.6,-18.2039,17,3,,0,
CTRL-009668,120,True,1,0.43,0.38,0.1184,0.4,84.2,1.92,1.33,0,51.6,6.3,6.6822,22,6,,0,
CTRL-009976,120,True,0,0.47,0.41,0.1288,0.54,33.7,0.38,-0.75,0,66.7,-16.1,-5.7475,3,3,,0,
CTRL-010284,120,True,0,0.47,0.42,0.195,0.52,37.9,1.72,0.58,0,44.4,-9.7,-9.3439,8,6,,0,
CTRL-010592,120,True,1,0.45,0.44,0.1987,1.18,47.4,0.69,-0.34,0,70.6,-0.5,18.0365,13,2,,0,
CTRL-010900,120,True,0,0.47,0.42,0.0685,0.26,9.5,0.38,-0.32,-1,49.1,-0.3,-0.6646,18,5,,0,
CTRL-011516,120,True,1,0.5,0.47,0.0827,0.34,6.3,0.34,-0.7,0,36.4,-8.7,2.0649,4,5,,0,
CTRL-012132,120,True,0,0.47,0.47,0.1659,0.74,32.6,2.12,1.56,1,78.2,37.4,16.0628,14,4,,0,
CTRL-012440,120,True,0,0.44,0.49,0.4535,1.82,66.3,0.57,-0.57,1,61.2,-7.6,-6.3386,19,0,,0,
CTRL-012748,120,True,2,0.43,0.5,0.2242,1.04,62.1,0.55,-0.3,1,55.3,9.7,-25.5311,0,4,,0,
CTRL-013672,120,True,0,0.49,0.46,0.4566,1.98,75.8,1.21,0.22,-1,48.4,18.5,-32.6156,15,6,,0,
CTRL-014288,120,True,0,0.49,0.47,0.2578,0.89,56.8,0.94,-0.05,0,33.8,-40.3,-13.3803,1,6,,0,
CTRL-014596,120,True,0,0.46,0.53,0.2364,1.34,57.9,0.54,-0.43,0,73.5,44.6,2.5632,6,2,,0,
CTRL-017368,120,True,4,0.44,0.52,0.2609,0.64,0.0,1.22,0.26,1,58.9,38.3,20.2629,3,3,,0,
CTRL-018292,120,True,0,0.51,0.41,0.2337,0.57,8.4,0.14,-0.87,-1,57.1,17.2,-0.5122,18,5,,0,
CTRL-018600,120,True,3,0.47,0.42,0.3303,0.91,6.3,1.0,-0.0,0,64.0,25.0,2.119,23,1,,0,
CTRL-018908,120,True,4,0.47,0.46,0.073,0.25,3.2,0.33,-0.83,0,44.7,3.4,2.6655,4,5,,0,
CTRL-019524,120,True,1,0.47,0.49,0.36,1.67,83.2,4.14,3.77,0,76.8,33.7,28.62,14,4,,0,
CTRL-020448,120,True,1,0.43,0.46,0.2124,0.75,31.6,0.87,-0.16,1,33.2,-38.6,-24.2973,5,0,,0,
CTRL-020756,120,True,1,0.52,0.51,0.2803,1.49,84.2,1.37,0.39,1,27.6,-14.6,-0.6058,10,3,,0,
CTRL-021064,120,True,1,0.51,0.42,0.1597,0.41,43.2,1.39,0.41,0,49.9,0.6,2.0213,15,6,,0,
CTRL-021372,120,True,0,0.52,0.42,0.4064,1.54,83.2,0.68,-0.34,0,47.4,-26.5,17.2698,20,2,,0,
CTRL-021680,120,True,0,0.41,0.46,0.19,0.78,90.5,1.43,0.43,0,31.9,-5.7,-13.5291,1,6,,0,
CTRL-021988,120,True,0,0.54,0.42,0.2078,0.66,17.9,0.49,-0.82,0,50.4,-14.4,7.1136,6,2,,0,
CTRL-022296,120,True,1,0.51,0.45,0.0934,0.37,8.4,0.27,-0.95,-1,58.0,-14.6,4.5687,11,5,,0,
CTRL-022604,120,True,1,0.46,0.52,0.3582,1.02,69.5,4.85,5.4,1,36.2,6.1,-1.2049,16,1,,0,
CTRL-022912,120,True,0,0.42,0.51,0.1684,0.61,15.8,0.55,-0.44,0,27.8,2.5,-0.3749,21,4,,0,
CTRL-023220,120,True,1,0.45,0.51,0.2659,0.82,36.8,0.59,-0.45,1,40.7,8.7,6.522,2,1,,0,
CTRL-023528,120,True,1,0.47,0.57,0.1509,0.72,44.2,0.6,-0.49,0,33.7,-13.3,9.2565,7,4,,0,
CTRL-023836,120,True,0,0.45,0.45,0.1338,0.51,18.9,0.87,-0.16,0,45.2,6.5,0.33,12,0,,0,
CTRL-024144,120,True,2,0.45,0.56,0.4266,1.26,48.4,0.48,-0.51,1,58.5,18.1,-2.512,17,3,,0,
CTRL-024760,120,True,2,0.36,0.57,1.0138,5.05,100.0,1.26,0.27,1,47.9,-2.3,48.2543,3,3,,0,
CTRL-025376,120,True,0,0.46,0.49,0.4258,1.23,61.1,0.8,-0.24,0,56.6,5.8,3.0563,13,2,,0,
CTRL-025684,120,True,0,0.55,0.45,0.2211,0.63,37.9,0.66,-0.42,-1,48.9,3.2,12.4219,18,5,,0,
CTRL-026300,120,True,0,0.46,0.46,0.1522,0.53,15.8,0.3,-1.0,-1,52.3,-15.4,9.0325,4,5,,0,
CTRL-026916,120,True,1,0.42,0.5,0.7448,2.23,53.7,1.1,0.07,1,62.3,-7.7,22.2876,14,4,,0,
CTRL-027224,120,True,1,0.4,0.54,0.4064,2.86,100.0,0.45,-0.54,-1,64.7,9.6,1.4266,19,0,,0,
CTRL-027532,120,True,1,0.5,0.46,0.1805,0.52,2.1,1.58,0.64,0,34.9,-19.3,-9.0798,0,4,,0,
CTRL-027840,120,True,3,0.47,0.47,0.2749,1.35,91.6,3.06,2.32,1,27.8,-19.2,-9.0252,5,0,,0,
CTRL-028148,120,True,0,0.51,0.44,0.3034,1.11,46.3,0.38,-0.84,-1,46.4,-20.1,-6.7307,10,3,,0,
CTRL-028764,120,True,0,0.46,0.42,0.2115,0.96,52.6,0.17,-0.94,-1,43.5,-5.3,7.9806,20,2,,0,
CTRL-029072,120,True,2,0.51,0.42,0.1062,0.37,51.6,0.6,-0.58,-1,54.7,-0.4,-1.6225,1,6,,0,
CTRL-029380,120,True,0,0.52,0.43,0.2133,1.06,65.3,0.96,-0.06,0,29.1,-29.2,-6.3434,6,2,,0,
CTRL-029688,120,True,0,0.46,0.48,0.0931,0.36,34.7,0.42,-0.57,1,59.3,-9.4,1.2422,11,5,,0,
CTRL-029996,120,True,3,0.42,0.55,0.4221,1.61,64.2,0.61,-0.49,0,59.0,44.8,-3.4386,16,1,,0,
CTRL-030304,120,True,1,0.42,0.53,0.1574,0.56,42.1,0.44,-0.46,0,28.1,-34.2,-0.3856,21,4,,0,
CTRL-030612,120,True,0,0.43,0.5,0.2122,0.81,36.8,1.25,0.3,0,53.8,0.0,-3.0462,2,1,,0,
BTC-0001,240,False,1,0.5,0.43,0.2546,0.68,48.4,1.19,0.25,0,57.3,11.8,19.043,18,1,,0,
BTC-0002,240,False,0,0.45,0.49,0.2771,2.42,84.2,1.34,0.43,1,78.1,18.9,-29.3224,13,3,,0,
BTC-0003,240,False,1,0.39,0.5,0.3035,0.86,10.5,0.55,-0.68,0,52.2,3.6,30.1427,2,3,,0,
BTC-0004,240,False,0,0.47,0.43,0.741,4.42,100.0,7.25,6.66,0,81.0,19.7,89.813,15,1,,0,
BTC-0005,240,False,2,0.47,0.42,0.1736,1.05,72.6,0.96,-0.04,1,73.0,22.3,-10.9875,7,2,,0,
BTC-0006,240,False,4,0.47,0.45,0.2012,0.67,43.2,1.39,0.37,0,60.4,-7.1,17.7656,23,6,,0,
BTC-0007,240,False,0,0.49,0.46,0.3072,2.45,100.0,0.37,-0.65,0,73.3,42.7,-4.4523,12,2,,0,
BTC-0008,240,False,1,0.48,0.45,0.5803,1.73,44.2,1.53,0.55,0,65.8,20.3,11.0404,0,0,,0,
BTC-0009,240,False,1,0.43,0.53,0.2969,0.95,20.0,0.17,-1.06,0,43.4,6.2,-0.159,11,2,,0,
BTC-0010,240,False,4,0.48,0.47,0.4501,1.7,72.6,1.29,0.49,-1,45.9,-13.0,-41.5217,19,1,,0,
BTC-0011,240,False,1,0.47,0.47,0.2509,0.86,38.9,0.32,-0.59,0,65.2,-3.0,6.46,21,5,,0,
BTC-0012,240,False,1,0.45,0.52,0.2347,1.02,100.0,1.36,0.27,1,50.7,10.3,-20.4915,11,0,,0,
BTC-0013,240,False,1,0.5,0.43,0.2473,0.62,1.1,0.33,-0.86,-1,59.8,-16.6,-8.2138,10,3,,0,
BTC-0014,240,False,0,0.47,0.47,0.3386,1.67,74.7,1.97,1.0,1,65.0,3.1,-16.3087,14,2,,0,
BTC-0015,240,False,1,0.51,0.38,0.2275,0.76,97.9,1.32,0.33,0,57.5,-15.1,-8.8025,10,1,,0,
BTC-0016,240,False,1,0.47,0.44,0.1845,0.5,96.8,0.77,-0.12,1,60.1,1.0,9.0287,16,0,,0,
BTC-0017,240,False,2,0.49,0.49,0.2067,0.65,30.5,1.06,0.08,0,53.0,-13.2,22.6923,9,2,,0,
